chavematricula;codmatricula;ra;codcurso;serie;coddisciplina;sigladisciplina;notan1;notan2;notaaps
06592BLICN2A;1381BLICN2A;111244;138;1;1168;701_092_AP;7.5;7.00;3.00
06593BLICN2A;1381BLICN2A;111244;138;1;1169;701_092_IB;4.00;3.00;3.00
06594BLICN2A;1381BLICN2A;111244;138;1;1170;701_092_LP;1.00;6.00;6.00
06595BLICN2A;1381BLICN2A;111244;138;1;1171;701_092_M;8.00;1.00;4.75
06596BLICN2A;1381BLICN2A;111244;138;1;1172;701_092_PPI;5.25;2.00;8.50
06597BADMN2A;1203BADMN2A;111245;120;3;515;103_092_CO;5.25;4.75;9.65
06598BADMN2A;1203BADMN2A;111245;120;3;516;103_092_E;4.00;8.5;7.00
06599BADMN2A;1203BADMN2A;111245;120;3;517;103_092_LT;6.00;6.00;2.00
06600BADMN2A;1203BADMN2A;111245;120;3;518;103_092_M;3.5;10.00;3.00
06601BADMN2A;1203BADMN2A;111245;120;3;519;103_092_PPI;2.00;10.00;2.00
06602BADMN2A;1203BADMN2A;111245;120;3;520;103_092_SO;7.5;4.75;5.00
06603BMATN2A;1232BMATN2A;111246;123;2;1252;1261252PDE;6.00;7.00;10.00
06604LCCPN2A;1215LCCPN2A;111248;121;5;645;205_092_AA;1.00;2.00;1.00
06605LCCPN2A;1215LCCPN2A;111248;121;5;646;205_092_BD;0.00;10.00;0.50
06606LCCPN2A;1215LCCPN2A;111248;121;5;647;205_092_ES;8.00;10.00;4.75
06607LCCPN2A;1215LCCPN2A;111248;121;5;648;205_092_ITG;8.00;9.65;3.00
06608LCCPN2A;1215LCCPN2A;111248;121;5;649;205_092_PPI;9.00;3.00;0.50
06609LADMM1A;1204LADMM1A;111250;120;4;521;104_081_ADF;4.00;5.00;3.00
06610LADMM1A;1204LADMM1A;111250;120;4;522;104_081_CO;8.00;7.00;7.00
06611LADMM1A;1204LADMM1A;111250;120;4;523;104_081_DEM;10.00;7.00;9.65
06612LADMM1A;1204LADMM1A;111250;120;4;524;104_081_E;10.00;6.00;0.50
06613LADMM1A;1204LADMM1A;111250;120;4;525;104_081_M;6.00;1.00;9.65
06614LADMM1A;1204LADMM1A;111250;120;4;526;104_081_PPIN;9.00;9.65;5.00
06615LPEDN1A;1242LPEDN1A;111270;124;2;1019;502_092_FE;5.25;9.65;8.50
06616LPEDN1A;1242LPEDN1A;111270;124;2;1020;502_092_LP;4.00;8.5;0.50
06617LPEDN1A;1242LPEDN1A;111270;124;2;1021;502_092_PEN;7.5;3.00;10.00
06618LPEDN1A;1242LPEDN1A;111270;124;2;1022;502_092_PPI;9.00;6.00;10.00
06619LPEDN1A;1242LPEDN1A;111270;124;2;1023;502_092_PE;9.00;3.00;2.00
06620LPEDN1A;1242LPEDN1A;111270;124;2;1024;502_092_TE;4.00;9.65;3.00
06621LMATM2A;1233LMATM2A;111273;123;3;1236;1261236GEV;7.5;5.00;2.00
06622LMATM2A;1232LMATM2A;111286;123;2;1231;1261231FDV;4.00;1.00;7.00
06623BMATN1A;1235BMATN1A;111298;123;5;1244;1261244LIB;7.5;9.65;2.00
06624BADMN1A;1201BADMN1A;111308;120;1;500;101_092_FA;1.00;9.65;0.50
06625BADMN1A;1201BADMN1A;111308;120;1;501;101_092_IB;2.00;7.00;1.00
06626BADMN1A;1201BADMN1A;111308;120;1;502;101_092_LP;2.00;1.00;2.00
06627BADMN1A;1201BADMN1A;111308;120;1;503;101_092_M;8.00;1.00;3.00
06628BADMN1A;1201BADMN1A;111308;120;1;504;101_092_PPI;8.00;9.65;6.00
06629LREDM1A;1322LREDM1A;111312;132;2;1079;821B_092_101_CR;3.5;8.5;4.75
06630LREDM1A;1322LREDM1A;111312;132;2;1080;821B_092_101_FIE;8.00;3.00;5.00
06631LREDM1A;1322LREDM1A;111312;132;2;1081;821B_092_101_FSO;1.00;10.00;7.00
06632LREDM1A;1322LREDM1A;111312;132;2;1082;821B_092_101_ICSO;1.00;7.00;10.00
06633LREDM1A;1322LREDM1A;111312;132;2;1083;821B_092_101_PPI;7.5;5.00;6.00
06634LPEDN1A;1243LPEDN1A;111332;124;3;1031;503_092_EI;2.00;8.5;5.00
06635LPEDN1A;1243LPEDN1A;111332;124;3;1032;503_092_LI;3.5;6.00;9.65
06636LPEDN1A;1243LPEDN1A;111332;124;3;1033;503_092_PE;1.00;1.00;7.00
06637LPEDN1A;1243LPEDN1A;111332;124;3;1034;503_092_PPI;7.5;2.00;0.50
06638LPEDN1A;1243LPEDN1A;111332;124;3;1035;503_092_PD;2.00;6.00;9.65
06639LPEDN1A;1243LPEDN1A;111332;124;3;1036;503_092_TE;1.00;9.65;7.00
06640LPEDN2A;1242LPEDN2A;111345;124;2;1019;502_092_FE;8.00;10.00;5.00
06641LPEDN2A;1242LPEDN2A;111345;124;2;1020;502_092_LP;6.00;9.65;7.00
06642LPEDN2A;1242LPEDN2A;111345;124;2;1021;502_092_PEN;6.00;2.00;4.75
06643LPEDN2A;1242LPEDN2A;111345;124;2;1022;502_092_PPI;1.00;2.00;8.50
06644LPEDN2A;1242LPEDN2A;111345;124;2;1023;502_092_PE;0.00;2.00;1.00
06645LPEDN2A;1242LPEDN2A;111345;124;2;1024;502_092_TE;0.00;2.00;1.00
06646LCCTN1A;1222LCCTN1A;111350;122;2;661;302_092_CI;4.00;9.65;7.00
06647LCCTN1A;1222LCCTN1A;111350;122;2;662;302_092_FA;7.5;5.00;0.50
06648LCCTN1A;1222LCCTN1A;111350;122;2;663;302_092_LP;10.00;7.00;8.50
06649LCCTN1A;1222LCCTN1A;111350;122;2;664;302_092_MF;10.00;2.00;9.65
06650LCCTN1A;1222LCCTN1A;111350;122;2;665;302_092_PPI;0.00;4.75;3.00
06651LREDM1A;1325LREDM1A;111353;132;5;1092;821E_081_FIRW;8.00;8.5;9.65
06652LREDM1A;1325LREDM1A;111353;132;5;1093;821E_081_GPR;10.00;5.00;7.00
06653LREDM1A;1325LREDM1A;111353;132;5;1094;821E_081_LE;3.5;6.00;1.00
06654LREDM1A;1325LREDM1A;111353;132;5;1095;821E_081_PPI;1.00;9.65;9.65
06655LREDM1A;1325LREDM1A;111353;132;5;1096;821E_081_SR;8.00;3.00;10.00
06656BPEDN1A;1244BPEDN1A;111354;124;4;1037;504_081_CP;10.00;10.00;9.65
06657BPEDN1A;1244BPEDN1A;111354;124;4;1038;504_081_EJA;2.00;1.00;7.00
06658BPEDN1A;1244BPEDN1A;111354;124;4;1039;504_081_EFEB;9.00;8.5;4.75
06659BPEDN1A;1244BPEDN1A;111354;124;4;1040;504_081_GE;3.5;9.65;9.65
06660BPEDN1A;1244BPEDN1A;111354;124;4;1041;504_081_PPI;8.00;4.75;5.00
06661LADSN1A;1261LADSN1A;111358;126;1;1168;701_092_AP;10.00;10.00;10.00
06662LADSN1A;1261LADSN1A;111358;126;1;1169;701_092_IB;6.00;5.00;7.00
06663LADSN1A;1261LADSN1A;111358;126;1;1170;701_092_LP;5.25;8.5;5.00
06664LADSN1A;1261LADSN1A;111358;126;1;1171;701_092_M;8.00;2.00;7.00
06665LADSN1A;1261LADSN1A;111358;126;1;1172;701_092_PPI;8.00;5.00;1.00
06666LADMN1A;1204LADMN1A;111359;120;4;521;104_081_ADF;1.00;2.00;6.00
06667LADMN1A;1204LADMN1A;111359;120;4;522;104_081_CO;7.5;8.5;0.50
06668LADMN1A;1204LADMN1A;111359;120;4;523;104_081_DEM;6.00;7.00;8.50
06669LADMN1A;1204LADMN1A;111359;120;4;524;104_081_E;3.5;7.00;4.75
06670LADMN1A;1204LADMN1A;111359;120;4;525;104_081_M;1.00;10.00;1.00
06671LADMN1A;1204LADMN1A;111359;120;4;526;104_081_PPIN;3.5;4.75;2.00
06672BMATM2A;1232BMATM2A;111362;123;2;1218;1261218ATC;2.00;6.00;5.00
06673LREDN2A;1322LREDN2A;111364;132;2;1079;821B_092_101_CR;9.00;6.00;8.50
06674LREDN2A;1322LREDN2A;111364;132;2;1080;821B_092_101_FIE;9.00;9.65;9.65
06675LREDN2A;1322LREDN2A;111364;132;2;1081;821B_092_101_FSO;0.00;3.00;5.00
06676LREDN2A;1322LREDN2A;111364;132;2;1082;821B_092_101_ICSO;5.25;2.00;1.00
06677LREDN2A;1322LREDN2A;111364;132;2;1083;821B_092_101_PPI;10.00;3.00;3.00
06678BMATM1A;1237BMATM1A;111365;123;7;1236;1261236GEV;4.00;2.00;6.00
06679LREDM2A;1322LREDM2A;111366;132;2;1079;821B_092_101_CR;4.00;10.00;7.00
06680LREDM2A;1322LREDM2A;111366;132;2;1080;821B_092_101_FIE;4.00;8.5;4.75
06681LREDM2A;1322LREDM2A;111366;132;2;1081;821B_092_101_FSO;5.25;6.00;10.00
06682LREDM2A;1322LREDM2A;111366;132;2;1082;821B_092_101_ICSO;3.5;10.00;2.00
06683LREDM2A;1322LREDM2A;111366;132;2;1083;821B_092_101_PPI;1.00;10.00;9.65
06684BADMN1A;1201BADMN1A;111371;120;1;500;101_092_FA;7.5;4.75;10.00
06685BADMN1A;1201BADMN1A;111371;120;1;501;101_092_IB;10.00;8.5;8.50
06686BADMN1A;1201BADMN1A;111371;120;1;502;101_092_LP;6.00;8.5;2.00
06687BADMN1A;1201BADMN1A;111371;120;1;503;101_092_M;6.00;5.00;10.00
06688BADMN1A;1201BADMN1A;111371;120;1;504;101_092_PPI;1.00;8.5;3.00
06689LADMM1A;1205LADMM1A;111374;120;5;527;105_081_EGPR;5.25;2.00;8.50
06690LADMM1A;1205LADMM1A;111374;120;5;528;105_081_GTI;6.00;3.00;2.00
06691LADMM1A;1205LADMM1A;111374;120;5;529;105_081_GP;9.00;5.00;0.50
06692LADMM1A;1205LADMM1A;111374;120;5;530;105_081_PO;6.00;2.00;8.50
06693LADMM1A;1205LADMM1A;111374;120;5;531;105_081_PPIN;4.00;1.00;0.50
06694LREDN2A;1324LREDN2A;111375;132;4;1088;821D_092_PPI;2.00;5.00;9.65
06695LREDN2A;1324LREDN2A;111375;132;4;1089;821D_092_SIER;1.00;3.00;9.65
06696LREDN2A;1324LREDN2A;111375;132;4;1090;821D_092_TGMAD;0.00;9.65;7.00
06697LREDN2A;1324LREDN2A;111375;132;4;1091;821D_092_TRGIE;6.00;4.75;2.00
06698LADMN1A;1204LADMN1A;111389;120;4;521;104_081_ADF;5.25;4.75;7.00
06699LADMN1A;1204LADMN1A;111389;120;4;522;104_081_CO;9.00;4.75;0.50
06700LADMN1A;1204LADMN1A;111389;120;4;523;104_081_DEM;1.00;10.00;8.50
06701LADMN1A;1204LADMN1A;111389;120;4;524;104_081_E;2.00;10.00;2.00
06702LADMN1A;1204LADMN1A;111389;120;4;525;104_081_M;7.5;4.75;6.00
06703LADMN1A;1204LADMN1A;111389;120;4;526;104_081_PPIN;8.00;10.00;4.75
06704BMATN2A;1238BMATN2A;111395;123;8;1248;1261248MED;10.00;4.75;1.00
06705LMATN2A;1233LMATN2A;111400;123;3;1246;1261246MEC;9.00;10.00;10.00
06706BADMN1A;1201BADMN1A;111403;120;1;500;101_092_FA;2.00;1.00;8.50
06707BADMN1A;1201BADMN1A;111403;120;1;501;101_092_IB;2.00;4.75;9.65
06708BADMN1A;1201BADMN1A;111403;120;1;502;101_092_LP;2.00;3.00;8.50
06709BADMN1A;1201BADMN1A;111403;120;1;503;101_092_M;10.00;6.00;3.00
06710BADMN1A;1201BADMN1A;111403;120;1;504;101_092_PPI;3.5;8.5;4.75
06711BCCTN2A;1228BCCTN2A;111418;122;8;697;308_081_A;9.00;5.00;5.00
06712BCCTN2A;1228BCCTN2A;111418;122;8;698;308_081_CS;2.00;4.75;4.75
06713BCCTN2A;1228BCCTN2A;111418;122;8;699;308_081_C;1.00;6.00;7.00
06714BCCTN2A;1228BCCTN2A;111418;122;8;700;308_081_PC;2.00;9.65;4.75
06715BCCTN2A;1228BCCTN2A;111418;122;8;701;308_081_TCC;10.00;4.75;2.00
06716BMATM1A;1238BMATM1A;111419;123;8;1246;1261246MEC;5.25;5.00;0.50
06717LPEDN2A;1243LPEDN2A;111422;124;3;1031;503_092_EI;6.00;10.00;1.00
06718LPEDN2A;1243LPEDN2A;111422;124;3;1032;503_092_LI;10.00;1.00;9.65
06719LPEDN2A;1243LPEDN2A;111422;124;3;1033;503_092_PE;3.5;10.00;0.50
06720LPEDN2A;1243LPEDN2A;111422;124;3;1034;503_092_PPI;0.00;8.5;8.50
06721LPEDN2A;1243LPEDN2A;111422;124;3;1035;503_092_PD;0.00;8.5;7.00
06722LPEDN2A;1243LPEDN2A;111422;124;3;1036;503_092_TE;3.5;4.75;9.65
06723BMATN1A;1238BMATN1A;111442;123;8;1213;1261213ALG;5.25;4.75;1.00
06724LADMN1A;1208LADMN1A;111461;120;8;547;108_081_EC;5.25;2.00;10.00
06725LADMN1A;1208LADMN1A;111461;120;8;548;108_081_FC;10.00;1.00;4.75
06726LADMN1A;1208LADMN1A;111461;120;8;554;108_081_JE;8.00;4.75;7.00
06727LADMN1A;1208LADMN1A;111461;120;8;550;108_081_M;3.5;6.00;6.00
06728LADMN1A;1208LADMN1A;111461;120;8;555;108_081_PN;5.25;9.65;7.00
06729LADMN1A;1208LADMN1A;111461;120;8;553;108_081_TCC;8.00;6.00;7.00
06730LADMN2A;1202LADMN2A;111467;120;2;505;102_092_CG;0.00;10.00;7.00
06731LADMN2A;1202LADMN2A;111467;120;2;506;102_092_LP;5.25;10.00;4.75
06732LADMN2A;1202LADMN2A;111467;120;2;507;102_092_M;4.00;9.65;3.00
06733LADMN2A;1202LADMN2A;111467;120;2;508;102_092_PPI;5.25;10.00;10.00
06734LADMN2A;1202LADMN2A;111467;120;2;509;102_092_TGA;5.25;10.00;6.00
06735LMATN2A;1237LMATN2A;111470;123;7;1254;1261254TRI;4.00;1.00;4.75
06736LMATM2A;1233LMATM2A;111471;123;3;1236;1261236GEV;4.00;5.00;5.00
06737LPEDM1A;1242LPEDM1A;111478;124;2;1019;502_092_FE;7.5;2.00;9.65
06738LPEDM1A;1242LPEDM1A;111478;124;2;1020;502_092_LP;9.00;6.00;0.50
06739LPEDM1A;1242LPEDM1A;111478;124;2;1021;502_092_PEN;5.25;8.5;2.00
06740LPEDM1A;1242LPEDM1A;111478;124;2;1022;502_092_PPI;8.00;1.00;1.00
06741LPEDM1A;1242LPEDM1A;111478;124;2;1023;502_092_PE;6.00;8.5;0.50
06742LPEDM1A;1242LPEDM1A;111478;124;2;1024;502_092_TE;3.5;8.5;3.00
06743LREDM1A;1322LREDM1A;111489;132;2;1079;821B_092_101_CR;6.00;6.00;2.00
06744LREDM1A;1322LREDM1A;111489;132;2;1080;821B_092_101_FIE;1.00;1.00;2.00
06745LREDM1A;1322LREDM1A;111489;132;2;1081;821B_092_101_FSO;10.00;6.00;0.50
06746LREDM1A;1322LREDM1A;111489;132;2;1082;821B_092_101_ICSO;3.5;9.65;1.00
06747LREDM1A;1322LREDM1A;111489;132;2;1083;821B_092_101_PPI;8.00;5.00;7.00
06748LPEDM2A;1243LPEDM2A;111494;124;3;1031;503_092_EI;8.00;10.00;10.00
06749LPEDM2A;1243LPEDM2A;111494;124;3;1032;503_092_LI;10.00;2.00;1.00
06750LPEDM2A;1243LPEDM2A;111494;124;3;1033;503_092_PE;3.5;5.00;3.00
06751LPEDM2A;1243LPEDM2A;111494;124;3;1034;503_092_PPI;7.5;8.5;2.00
06752LPEDM2A;1243LPEDM2A;111494;124;3;1035;503_092_PD;7.5;5.00;4.75
06753LPEDM2A;1243LPEDM2A;111494;124;3;1036;503_092_TE;4.00;4.75;2.00
06754BMATN1A;1231BMATN1A;111507;123;1;1225;1261225ES1;4.00;10.00;9.65
06755BMATM2A;1234BMATM2A;111509;123;4;1217;1261217ASE;2.00;4.75;6.00
06756LCCTN2A;1222LCCTN2A;111517;122;2;661;302_092_CI;3.5;8.5;10.00
06757LCCTN2A;1222LCCTN2A;111517;122;2;662;302_092_FA;9.00;6.00;10.00
06758LCCTN2A;1222LCCTN2A;111517;122;2;663;302_092_LP;9.00;2.00;1.00
06759LCCTN2A;1222LCCTN2A;111517;122;2;664;302_092_MF;6.00;7.00;4.75
06760LCCTN2A;1222LCCTN2A;111517;122;2;665;302_092_PPI;7.5;4.75;7.00
06761BMATM1A;1233BMATM1A;111521;123;3;1242;1261242IAA;0.00;2.00;0.50
06762BADMN1A;1203BADMN1A;111524;120;3;515;103_092_CO;1.00;3.00;4.75
06763BADMN1A;1203BADMN1A;111524;120;3;516;103_092_E;0.00;4.75;1.00
06764BADMN1A;1203BADMN1A;111524;120;3;517;103_092_LT;9.00;9.65;2.00
06765BADMN1A;1203BADMN1A;111524;120;3;518;103_092_M;9.00;8.5;1.00
06766BADMN1A;1203BADMN1A;111524;120;3;519;103_092_PPI;4.00;1.00;2.00
06767BADMN1A;1203BADMN1A;111524;120;3;520;103_092_SO;0.00;3.00;3.00
06768BADMN2A;1206BADMN2A;111531;120;6;532;106_081_FC;10.00;10.00;8.50
06769BADMN2A;1206BADMN2A;111531;120;6;538;106_081_GPE;3.5;4.75;0.50
06770BADMN2A;1206BADMN2A;111531;120;6;534;106_081_LE;0.00;8.5;5.00
06771BADMN2A;1206BADMN2A;111531;120;6;535;106_081_M;3.5;10.00;7.00
06772BADMN2A;1206BADMN2A;111531;120;6;536;106_081_MF;9.00;7.00;8.50
06773BADMN2A;1206BADMN2A;111531;120;6;539;106_081_PPIN;7.5;4.75;2.00
06774BBLCM1A;1291BBLCM1A;111536;129;1;1168;701_092_AP;6.00;4.75;6.00
06775BBLCM1A;1291BBLCM1A;111536;129;1;1169;701_092_IB;3.5;1.00;4.75
06776BBLCM1A;1291BBLCM1A;111536;129;1;1170;701_092_LP;9.00;3.00;1.00
06777BBLCM1A;1291BBLCM1A;111536;129;1;1171;701_092_M;9.00;8.5;5.00
06778BBLCM1A;1291BBLCM1A;111536;129;1;1172;701_092_PPI;4.00;3.00;5.00
06779BMATN2A;1235BMATN2A;111542;123;5;1239;1261239HED;2.00;5.00;7.00
06780LPEDN2A;1242LPEDN2A;111545;124;2;1019;502_092_FE;3.5;6.00;8.50
06781LPEDN2A;1242LPEDN2A;111545;124;2;1020;502_092_LP;8.00;5.00;6.00
06782LPEDN2A;1242LPEDN2A;111545;124;2;1021;502_092_PEN;4.00;2.00;5.00
06783LPEDN2A;1242LPEDN2A;111545;124;2;1022;502_092_PPI;8.00;1.00;0.50
06784LPEDN2A;1242LPEDN2A;111545;124;2;1023;502_092_PE;4.00;1.00;6.00
06785LPEDN2A;1242LPEDN2A;111545;124;2;1024;502_092_TE;5.25;8.5;8.50
06786BMATN1A;1232BMATN1A;111547;123;2;1215;1261215ACP;2.00;4.75;0.50
06787LMATN2A;1236LMATN2A;111557;123;6;1221;1261221COM;7.5;2.00;3.00
06788LMATN1A;1234LMATN1A;111559;123;4;1253;1261253TNE;9.00;4.75;4.75
06789LPEDN1A;1246LPEDN1A;111563;124;6;1047;506_081_AA;9.00;7.00;4.75
06790LPEDN1A;1246LPEDN1A;111563;124;6;1048;506_081_MEC;2.00;4.75;2.00
06791LPEDN1A;1246LPEDN1A;111563;124;6;1049;506_081_MEG;8.00;2.00;7.00
06792LPEDN1A;1246LPEDN1A;111563;124;6;1050;506_081_MEM;4.00;6.00;6.00
06793LPEDN1A;1246LPEDN1A;111563;124;6;1051;506_081_TCC;0.00;6.00;10.00
06794LPEDN1A;1246LPEDN1A;111563;124;6;1052;506_081_PPI;8.00;9.65;3.00
06795BPEDM1A;1242BPEDM1A;111565;124;2;1019;502_092_FE;5.25;5.00;3.00
06796BPEDM1A;1242BPEDM1A;111565;124;2;1020;502_092_LP;4.00;5.00;6.00
06797BPEDM1A;1242BPEDM1A;111565;124;2;1021;502_092_PEN;4.00;9.65;8.50
06798BPEDM1A;1242BPEDM1A;111565;124;2;1022;502_092_PPI;4.00;2.00;6.00
06799BPEDM1A;1242BPEDM1A;111565;124;2;1023;502_092_PE;10.00;9.65;8.50
06800BPEDM1A;1242BPEDM1A;111565;124;2;1024;502_092_TE;6.00;1.00;8.50
06801LPEDM1A;1243LPEDM1A;111576;124;3;1031;503_092_EI;9.00;2.00;8.50
06802LPEDM1A;1243LPEDM1A;111576;124;3;1032;503_092_LI;0.00;2.00;7.00
06803LPEDM1A;1243LPEDM1A;111576;124;3;1033;503_092_PE;0.00;2.00;8.50
06804LPEDM1A;1243LPEDM1A;111576;124;3;1034;503_092_PPI;6.00;2.00;5.00
06805LPEDM1A;1243LPEDM1A;111576;124;3;1035;503_092_PD;7.5;3.00;0.50
06806LPEDM1A;1243LPEDM1A;111576;124;3;1036;503_092_TE;7.5;9.65;10.00
06807BREDN1A;1321BREDN1A;111583;132;1;1069;821A_101_FCD;3.5;7.00;0.50
06808BREDN1A;1321BREDN1A;111583;132;1;1070;821A_101_IA;4.00;2.00;9.65
06809BREDN1A;1321BREDN1A;111583;132;1;1071;821A_101_LP;4.00;4.75;8.50
06810BREDN1A;1321BREDN1A;111583;132;1;1072;821A_101_MQ;3.5;4.75;6.00
06811BREDN1A;1321BREDN1A;111583;132;1;1073;821A_101_PPI;1.00;10.00;1.00
06812BPEDN2A;1246BPEDN2A;111590;124;6;1047;506_081_AA;9.00;7.00;8.50
06813BPEDN2A;1246BPEDN2A;111590;124;6;1048;506_081_MEC;7.5;6.00;10.00
06814BPEDN2A;1246BPEDN2A;111590;124;6;1049;506_081_MEG;1.00;6.00;9.65
06815BPEDN2A;1246BPEDN2A;111590;124;6;1050;506_081_MEM;3.5;10.00;7.00
06816BPEDN2A;1246BPEDN2A;111590;124;6;1051;506_081_TCC;9.00;8.5;2.00
06817BPEDN2A;1246BPEDN2A;111590;124;6;1052;506_081_PPI;2.00;4.75;9.65
06818LREDM1A;1322LREDM1A;111602;132;2;1079;821B_092_101_CR;10.00;8.5;1.00
06819LREDM1A;1322LREDM1A;111602;132;2;1080;821B_092_101_FIE;2.00;6.00;8.50
06820LREDM1A;1322LREDM1A;111602;132;2;1081;821B_092_101_FSO;1.00;5.00;6.00
06821LREDM1A;1322LREDM1A;111602;132;2;1082;821B_092_101_ICSO;7.5;7.00;2.00
06822LREDM1A;1322LREDM1A;111602;132;2;1083;821B_092_101_PPI;5.25;5.00;3.00
06823BPEDN1A;1247BPEDN1A;111629;124;7;1058;507_081_APMD;4.00;5.00;0.50
06824BPEDN1A;1247BPEDN1A;111629;124;7;1059;507_081_FI;3.5;2.00;8.50
06825BPEDN1A;1247BPEDN1A;111629;124;7;1060;507_081_MA;2.00;2.00;4.75
06826BPEDN1A;1247BPEDN1A;111629;124;7;1061;507_081_MEH;10.00;10.00;4.75
06827BPEDN1A;1247BPEDN1A;111629;124;7;1062;507_081_TCC;3.5;9.65;2.00
06828BPEDN1A;1247BPEDN1A;111629;124;7;1063;507_081_PPI;1.00;2.00;10.00
06829BREDN1A;1322BREDN1A;111631;132;2;1079;821B_092_101_CR;9.00;3.00;3.00
06830BREDN1A;1322BREDN1A;111631;132;2;1080;821B_092_101_FIE;1.00;9.65;0.50
06831BREDN1A;1322BREDN1A;111631;132;2;1081;821B_092_101_FSO;6.00;7.00;6.00
06832BREDN1A;1322BREDN1A;111631;132;2;1082;821B_092_101_ICSO;5.25;2.00;4.75
06833BREDN1A;1322BREDN1A;111631;132;2;1083;821B_092_101_PPI;5.25;2.00;6.00
06834BENCM1A;1361BENCM1A;111641;136;1;1168;701_092_AP;5.25;5.00;9.65
06835BENCM1A;1361BENCM1A;111641;136;1;1169;701_092_IB;1.00;1.00;8.50
06836BENCM1A;1361BENCM1A;111641;136;1;1170;701_092_LP;7.5;9.65;6.00
06837BENCM1A;1361BENCM1A;111641;136;1;1171;701_092_M;4.00;1.00;9.65
06838BENCM1A;1361BENCM1A;111641;136;1;1172;701_092_PPI;7.5;5.00;6.00
06839BMATM1A;1238BMATM1A;111644;123;8;1246;1261246MEC;9.00;2.00;7.00
06840LMATM2A;1236LMATM2A;111645;123;6;1242;1261242IAA;3.5;9.65;3.00
06841BPEDN1A;1242BPEDN1A;111650;124;2;1019;502_092_FE;9.00;9.65;9.65
06842BPEDN1A;1242BPEDN1A;111650;124;2;1020;502_092_LP;9.00;2.00;6.00
06843BPEDN1A;1242BPEDN1A;111650;124;2;1021;502_092_PEN;2.00;4.75;2.00
06844BPEDN1A;1242BPEDN1A;111650;124;2;1022;502_092_PPI;1.00;2.00;6.00
06845BPEDN1A;1242BPEDN1A;111650;124;2;1023;502_092_PE;10.00;1.00;6.00
06846BPEDN1A;1242BPEDN1A;111650;124;2;1024;502_092_TE;8.00;4.75;1.00
06847LMATM1A;1231LMATM1A;111652;123;1;1236;1261236GEV;3.5;1.00;4.75
06848LMATN1A;1237LMATN1A;111657;123;7;1217;1261217ASE;8.00;2.00;7.00
06849LADMN1A;1208LADMN1A;111659;120;8;547;108_081_EC;7.5;1.00;3.00
06850LADMN1A;1208LADMN1A;111659;120;8;548;108_081_FC;6.00;9.65;9.65
06851LADMN1A;1208LADMN1A;111659;120;8;554;108_081_JE;9.00;8.5;8.50
06852LADMN1A;1208LADMN1A;111659;120;8;550;108_081_M;3.5;2.00;10.00
06853LADMN1A;1208LADMN1A;111659;120;8;555;108_081_PN;0.00;8.5;9.65
06854LADMN1A;1208LADMN1A;111659;120;8;553;108_081_TCC;7.5;6.00;8.50
06855LADMN1A;1208LADMN1A;111671;120;8;547;108_081_EC;1.00;7.00;9.65
06856LADMN1A;1208LADMN1A;111671;120;8;548;108_081_FC;5.25;9.65;2.00
06857LADMN1A;1208LADMN1A;111671;120;8;554;108_081_JE;2.00;1.00;5.00
06858LADMN1A;1208LADMN1A;111671;120;8;550;108_081_M;4.00;10.00;3.00
06859LADMN1A;1208LADMN1A;111671;120;8;555;108_081_PN;7.5;10.00;7.00
06860LADMN1A;1208LADMN1A;111671;120;8;553;108_081_TCC;9.00;9.65;1.00
06861BREDN1A;1321BREDN1A;111673;132;1;1069;821A_101_FCD;2.00;9.65;3.00
06862BREDN1A;1321BREDN1A;111673;132;1;1070;821A_101_IA;3.5;8.5;3.00
06863BREDN1A;1321BREDN1A;111673;132;1;1071;821A_101_LP;0.00;2.00;10.00
06864BREDN1A;1321BREDN1A;111673;132;1;1072;821A_101_MQ;6.00;7.00;6.00
06865BREDN1A;1321BREDN1A;111673;132;1;1073;821A_101_PPI;10.00;7.00;9.65
06866BMATN1A;1235BMATN1A;111680;123;5;1244;1261244LIB;10.00;8.5;1.00
06867BADMN1A;1203BADMN1A;111705;120;3;515;103_092_CO;7.5;9.65;3.00
06868BADMN1A;1203BADMN1A;111705;120;3;516;103_092_E;4.00;7.00;2.00
06869BADMN1A;1203BADMN1A;111705;120;3;517;103_092_LT;5.25;10.00;3.00
06870BADMN1A;1203BADMN1A;111705;120;3;518;103_092_M;4.00;4.75;4.75
06871BADMN1A;1203BADMN1A;111705;120;3;519;103_092_PPI;1.00;10.00;7.00
06872BADMN1A;1203BADMN1A;111705;120;3;520;103_092_SO;9.00;3.00;9.65
06873BMATN2A;1232BMATN2A;111707;123;2;1252;1261252PDE;10.00;10.00;3.00
06874LADMN1A;1204LADMN1A;111708;120;4;521;104_081_ADF;2.00;2.00;9.65
06875LADMN1A;1204LADMN1A;111708;120;4;522;104_081_CO;6.00;10.00;1.00
06876LADMN1A;1204LADMN1A;111708;120;4;523;104_081_DEM;7.5;9.65;6.00
06877LADMN1A;1204LADMN1A;111708;120;4;524;104_081_E;6.00;10.00;2.00
06878LADMN1A;1204LADMN1A;111708;120;4;525;104_081_M;1.00;10.00;6.00
06879LADMN1A;1204LADMN1A;111708;120;4;526;104_081_PPIN;3.5;5.00;1.00
06880LMATN2A;1236LMATN2A;111713;123;6;1221;1261221COM;8.00;8.5;9.65
06881LADMN1A;1204LADMN1A;111715;120;4;521;104_081_ADF;8.00;1.00;1.00
